"","SchoolNo","z_s10_ELA","z_s10_math","z_s09_ELA","z_s09_math","z_f08_ELA","z_f08_math","z_05_ELA","z_05_math","z_06_ELA","z_06_math","z_07_ELA","z_07_math","avg_teach_salary_08","Attendance_0809","Attendance_0708","LATCOD08","LONCOD08","FTE08","MEMBER08","PUPTCH08","ulocal08_dum12","urban08","suburb08","TITLEI08","STITLI08","CHARTR08","study","trt","male","white","sped","frpl","lep","county.pop"
"317","1843",20.3136558532715,15.2686338424683,19.6874465942383,16.0752029418945,19.3546619415283,17.5316619873047,19.3361930847168,18.2291202545166,19.5142803192139,17.1734104156494,20.1684322357178,17.4171810150146,47356,96.18,96.44,41.5716,-85.8296,23.5,437,18.6,0,1,0,1,1,0,0,0,0.515418529510498,0.541484713554382,0.16593886911869,0.567685604095459,0.262008726596832,197559
"318","1847",20.550271987915,16.3319931030273,19.106294631958,15.8347129821777,18.9923324584961,16.8123302459717,18.6807975769043,18.0282859802246,18.7830848693848,16.9055137634277,19.4367656707764,16.6591243743896,47356,96.33,96.31,41.5432,-85.8168,29.4,476,16.2,0,0,0,1,1,0,0,0,0.512931048870087,0.581896543502808,0.150862067937851,0.556034505367279,0.275862067937851,197559
"319","1849",19.4271869659424,15.033317565918,17.9993286132812,15.3257789611816,18.311336517334,17.1197128295898,18.0624160766602,16.8333435058594,18.1406669616699,16.4739799499512,18.7314796447754,16.7172508239746,47356,95.82,96.04,41.5854,-85.8487,24.1,385,16,0,1,0,1,1,0,0,0,0.475138127803802,0.430939227342606,0.220994472503662,0.790055274963379,0.386740326881409,197559
"320","1869",20.5737571716309,17.1602325439453,19.0990886688232,17.0829982757568,20.8397769927979,18.9812431335449,20.0436878204346,18.7542114257812,20.9615306854248,18.3760414123535,21.5813179016113,18.9835605621338,50837,96.2,95.74,39.5626,-85.0853,15.7,246,15.7,0,0,0,1,1,0,0,0,0.554794549942017,0.99315071105957,0.130136981606483,0.595890402793884,0,197559
"321","1873",20.575704574585,17.5783958435059,19.4016704559326,17.0533580780029,20.9736881256104,17.9808673858643,20.7369041442871,19.2797679901123,21.0092086791992,18.1665077209473,21.9729537963867,18.9617233276367,50837,96.44,97.02,39.6136,-85.0571,8.5,146,17.2,0,0,0,0,0,0,0,0,0.525641024112701,0.974683523178101,0.189873412251472,0.316455692052841,0,197559
"322","1877",19.8381767272949,16.2135047912598,19.3800582885742,17.1896800994873,21.4043979644775,19.0833168029785,20.3879051208496,18.7776279449463,21.6340255737305,18.965015411377,22.7273654937744,19.5560073852539,50837,96.71,96.52,39.5846,-85.2958,7.2,109,15.1,0,0,0,1,0,0,0,0,0.454545468091965,1,0.142857149243355,0.519480526447296,0,197559
"323","1895",19.3477363586426,16.2946395874023,17.7820453643799,16.228630065918,21.8123435974121,18.5197067260742,20.3644142150879,16.4861221313477,20.0931224822998,16.3377418518066,20.8666133880615,17.4978370666504,50837,95.59,95.66,39.6558,-85.1349,40.7,603,14.8,0,0,0,1,0,0,0,0,0.552412629127502,0.945091485977173,0.164725452661514,0.539101481437683,0,197559
"324","1897",20.0746803283691,16.8269233703613,19.0518951416016,17.1922473907471,20.7103729248047,19.1289520263672,20.437520980835,19.339376449585,20.6882076263428,18.1916656494141,21.736644744873,18.6967964172363,50837,95.34,95.04,39.6361,-85.125,19,375,19.7,0,0,0,1,1,0,0,0,0.55614972114563,0.957219243049622,0.144385024905205,0.657754004001617,0,197559
"325","1909",20.2224826812744,16.4285259246826,19.2888450622559,17.0221347808838,21.2881736755371,19.2914943695068,20.6211853027344,19.1423187255859,21.2339515686035,18.8150939941406,22.0261821746826,19.2375221252441,50837,96.13,95.69,39.6401,-85.1493,22.2,380,17.1,0,0,0,1,1,0,0,0,0.45631068944931,0.907766997814178,0.131067961454391,0.606796145439148,0.00485436897724867,197559
"326","1913",20.076452255249,16.448169708252,19.1897678375244,16.9728889465332,20.9292297363281,18.7909889221191,20.489185333252,19.388500213623,20.9395561218262,18.6249179840088,21.9409294128418,18.7652893066406,50837,95.72,95.74,39.6676,-85.1373,21.1,371,17.6,0,0,0,1,1,0,0,0,0.522222220897675,0.944444417953491,0.116666667163372,0.633333325386047,0,24277
"327","1917",19.6997509002686,16.3654022216797,18.3222312927246,16.3614749908447,19.8479022979736,18.0489387512207,19.4024066925049,18.0692100524902,19.6720371246338,17.33176612854,20.836067199707,17.9897003173828,50837,95.81,95.45,39.6534,-85.1283,22.1,378,17.1,0,0,0,1,1,0,0,0,0.50595235824585,0.898809552192688,0.244047611951828,0.821428596973419,0.0119047621265054,24277
"328","1921",20.6167964935303,16.9867267608643,19.1727447509766,16.8451271057129,21.196382522583,19.0921001434326,20.5037174224854,19.0978813171387,21.2630729675293,18.9970951080322,21.9801254272461,18.9466590881348,50837,96.35,96.63,39.6855,-85.1797,20.7,371,17.9,0,0,0,1,1,0,0,0,0.566666662693024,0.973333358764648,0.193333327770233,0.426666676998138,0,24277
"329","1929",21.3440074920654,16.8165473937988,20.2970809936523,16.8461761474609,20.1559581756592,18.4522800445557,20.0064830780029,19.1629734039307,20.2940425872803,18.1259765625,21.0804767608643,18.1458301544189,48831,97.04,96.94,38.2953,-85.9722,29.3,586,20,0,0,1,0,0,0,0,0,0.562723994255066,0.956989228725433,0.150537639856339,0.225806444883347,0.00716845877468586,24277
